,accepts credit cards,accepts bitcoin,accepts insurance,accepts apple pay,alcohol,by appointment only,caters,coat check,delivery,dogs allowed,hair types specialized in,happy hour,has tv,outdoor seating,parking,bike parking,smoking allowed,take-out,takes reservations,drive-thru,waiter service,wheelchair accessible,wi-fi,opened 24hrs,gender neutral restrooms,ambience,attire,best nights,good for dancing,good for groups,good for kids,good for,music,noise level,price range,has pool table,price_range,health_score,overall_rating,overall_reviews,restaurant_link
50004809,Yes,No,,No,Full Bar,,Yes,,Yes,No,,,Yes,Yes,Street,Yes,,Yes,Yes,No,Yes,Yes,No,,Yes,Casual,Casual,,,Yes,No,Dinner,,Average,,,$11-30,A,4,1059,https://www.yelp.com/biz/bar-bacon-new-york-2?start=0
50067678,Yes,No,,No,Beer & Wine Only,,,No,,No,,,No,No,Street,Yes,,,No,,,,Free,,,Divey,,"Wed, Thu, Fri",No,No,,,,Average,,No,Moderate,A,4,317,https://www.yelp.com/biz/124-old-rabbit-club-new-york?start=0
41487277,Yes,,,No,Full Bar,,No,No,No,,,Yes,Yes,No,Street,Yes,,No,No,No,Yes,,No,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Dinner, Late Night","Juke Box, Background",Average,,No,$11-30,A,4,96,https://www.yelp.com/biz/augurs-well-new-york?start=0
40550666,Yes,,,No,,,Yes,,,,,,,,Street,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,Inexpensive,A,4,88,https://www.yelp.com/biz/lite-delights-new-york-2?start=0
41638655,Yes,,,,,,,,,,,,,No,,Yes,,Yes,,,,,Free,,Yes,,,,,,,,,,,,Inexpensive,85 out of 100,2.5,10,https://www.yelp.com/biz/dunkin-donuts-baskin-robbins-yonkers-2?start=0
50063170,Yes,No,,No,Beer & Wine Only,,Yes,,No,No,,,No,No,Street,No,,Yes,No,,No,Yes,No,,Yes,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,4,218,https://www.yelp.com/biz/made-nice-new-york-2?start=0
50032876,Yes,,,No,Full Bar,,No,No,Yes,No,,No,Yes,No,Street,No,,Yes,Yes,,Yes,Yes,Free,,,"Casual, Trendy",Casual,"Thu, Fri, Sat",No,Yes,No,"Brunch, Lunch, Dinner, Late Night",,Average,,No,$11-30,A,4,1294,https://www.yelp.com/biz/tanner-smiths-new-york-2?start=0
41675816,Yes,,,,No,,Yes,,No,,,,No,No,Street,No,,Yes,No,,,,No,,,Casual,Casual,,,No,Yes,"Lunch, Dessert",,Quiet,,,$11-30,A,3.5,159,https://www.yelp.com/biz/macaron-cafe-new-york-4?start=0
41128262,Yes,,,Yes,No,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,No,,,,Free,,Yes,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3,126,https://www.yelp.com/biz/brunos-catering-and-pizza-new-york-3?start=0
40365968,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,No,Street,Yes,,,No,,,,No,,Yes,Divey,,"Thu, Fri, Sat",,Yes,,,Juke Box,Average,,No,Inexpensive,A,4,203,https://www.yelp.com/biz/nancy-whiskey-pub-new-york?start=0
41396476,Yes,,,No,Full Bar,,No,,No,,,,Yes,No,Street,No,,No,Yes,,,,Free,,Yes,Classy,Casual,"Tue, Wed, Thu",No,Yes,No,,Background,Average,,,$11-30,A,3.5,128,https://www.yelp.com/biz/lea-wine-bar-new-york?start=0
50049008,Yes,No,,No,No,,Yes,,Yes,No,,,No,No,,No,,Yes,No,,No,,,,Yes,,,,,No,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,4,45,https://www.yelp.com/biz/tabletime-new-york?start=0
50004299,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,No,,Yes,Casual,,,,No,No,Dinner,,Average,,,$11-30,A,4,411,https://www.yelp.com/biz/emmetts-new-york-2?start=0
41405368,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,Yes,No,,,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Lunch, Dinner, Late Night",Juke Box,Average,,No,$11-30,A,4,147,https://www.yelp.com/biz/dylan-murphys-new-york?start=0
40973003,No,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,No,,,Divey,,"Thu, Fri, Sat",No,Yes,,,Juke Box,Loud,,No,Inexpensive,A,3.5,319,https://www.yelp.com/biz/the-patriot-saloon-new-york?start=0
40559634,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,Yes,No,"Garage, Street",Yes,,Yes,Yes,,,,No,,,Casual,,,,Yes,Yes,Breakfast,,Average,,,$11-30,A,2.5,971,https://www.yelp.com/biz/tick-tock-diner-new-york?start=0
50056993,Yes,No,,No,No,,Yes,,Yes,No,,,No,No,"Garage, Street",Yes,,Yes,No,,No,Yes,No,,Yes,Casual,,,,No,No,"Breakfast, Lunch",,Average,,,Under $10,B,3.5,51,https://www.yelp.com/biz/civic-deli-new-york?start=0
50034094,Yes,,,Yes,,,Yes,,Yes,,,,,No,Street,Yes,,Yes,,,,,Free,,Yes,,,,,,Yes,,,,,,Moderate,A,3,67,https://www.yelp.com/biz/brothers-bakery-cafe-new-york?start=0
40994007,No,,,No,Full Bar,,,No,,,,Yes,Yes,No,Street,No,,,No,,,Yes,No,,,Divey,,"Thu, Fri, Sat",No,Yes,,,Juke Box,Loud,,No,Inexpensive,A,2.5,880,https://www.yelp.com/biz/continental-new-york-2?start=0
50063152,Yes,No,,No,Beer & Wine Only,,Yes,,Yes,Yes,,No,Yes,No,"Garage, Street",No,,Yes,No,,No,Yes,Free,,,,,,,Yes,Yes,Dessert,,Average,,,Under $10,C,5,8,https://www.yelp.com/biz/tsq-food-court-new-york?start=0
41162796,Yes,,,No,Full Bar,,No,,No,,,,No,No,Street,No,,No,Yes,,Yes,,No,,Yes,Trendy,Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,4,2792,https://www.yelp.com/biz/abc-kitchen-new-york?start=0
41672903,Yes,,,,Full Bar,,Yes,,No,,,,No,No,Street,No,,No,Yes,,,,Free,,Yes,Classy,Dressy,,,Yes,No,Dinner,,Average,,,$31-60,A,4,409,https://www.yelp.com/biz/maloney-and-porcelli-new-york?start=0
41649356,Yes,,,,,,,,,,,,,No,,No,,Yes,,,,,,,,,,,,,,,,,,,Inexpensive,A,2,12,https://www.yelp.com/biz/dunkin-donuts-new-york-84?start=0
41507371,Yes,,,Yes,Beer & Wine Only,,Yes,,Yes,,,,No,Yes,Street,Yes,,Yes,No,,,,Free,,Yes,Casual,Casual,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,B,3,77,https://www.yelp.com/biz/le-pain-quotidien-new-york-155?start=0
40879015,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,No,No,Street,Yes,,Yes,Yes,,,,No,,Yes,Casual,Casual,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,A,3.5,694,https://www.yelp.com/biz/kitchenette-uptown-new-york?start=0
41407455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,A,3.5,85,https://www.yelp.com/biz/cinema-village-new-york?start=0
41716943,Yes,,,No,Full Bar,,,Yes,,,,,Yes,Yes,Street,Yes,,,,,,,,,,Trendy,,,Yes,Yes,,,"DJ, Live",Very Loud,,,Moderate,A,2.5,209,https://www.yelp.com/biz/stage-48-new-york?start=0
41676577,Yes,,,No,Full Bar,,No,,No,,,,No,No,Street,No,,No,Yes,,Yes,,No,,,Casual,Casual,,No,Yes,No,Dinner,Live,Average,,No,$11-30,A,3,203,https://www.yelp.com/biz/the-cutting-room-new-york-2?start=0
41151507,Yes,,,No,Full Bar,,No,,No,,,,No,No,,No,,No,Yes,,,,Free,,,"Classy, Upscale",Dressy,,,Yes,No,Lunch,,Average,,,$31-60,A,4,325,https://www.yelp.com/biz/bg-restaurant-new-york-2?start=0
50048348,Yes,,,,,,,,,,,Yes,Yes,No,,Yes,,Yes,Yes,,,Yes,Free,,,,Casual,,,Yes,Yes,Brunch,,,,,$11-30,A,3.5,23,https://www.yelp.com/biz/side-park-cafe-new-york-3?start=0
50017430,Yes,No,,No,,,,,,No,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Moderate,A,3.5,76,https://www.yelp.com/biz/courtyard-by-marriott-new-york-manhattan-chelsea-new-york-2?start=0
50057093,Yes,,,,Full Bar,,Yes,No,Yes,No,,Yes,No,Yes,,Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,Casual,Casual,"Fri, Sat, Sun",No,Yes,Yes,"Brunch, Lunch, Dinner",,Very Loud,,No,$11-30,A,4,115,https://www.yelp.com/biz/westville-wall-st-new-york-5?start=0
40761262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,4.5,74,https://www.yelp.com/biz/circle-in-the-square-theatre-new-york?start=0
41324599,,,,,,No,,,,,,,,,,,,,,,,,Paid,,,,,,,,,,,,,,,,2.5,2437,https://www.yelp.com/biz/newark-liberty-international-airport-ewr-newark?start=0
50012158,Yes,No,,No,Full Bar,,,No,,Yes,,Yes,No,No,Street,No,,,Yes,,,No,Free,,Yes,"Intimate, Classy",,"Fri, Sat",No,Yes,No,,Live,Average,,No,Moderate,B,4,67,https://www.yelp.com/biz/mezzrow-new-york?start=0
50015538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,4,45,https://www.yelp.com/biz/american-airlines-theatre-new-york-2?start=0
50001966,Yes,,,No,Full Bar,,No,,No,,,,No,No,Street,Yes,,No,Yes,,Yes,,No,,Yes,Casual,Casual,,,No,No,Dinner,,Average,,,Above $61,A,4,272,https://www.yelp.com/biz/contra-new-york?start=0
50005405,Yes,,,Yes,Full Bar,,,,Yes,,,,No,Yes,Street,Yes,,Yes,Yes,,Yes,,No,,,,Casual,,,Yes,No,Dinner,,Average,,,$11-30,C,3.5,383,https://www.yelp.com/biz/maria-pia-new-york?start=0
41382808,Yes,No,,No,,No,,,,,Extensions,,,,,Yes,,,,,,No,,,Yes,,,,,,No,,,,,,Moderate,,4,168,https://www.yelp.com/biz/m-and-m-studio-nyc-new-york-4?start=0
41679646,Yes,,,No,Full Bar,,,,,,,,No,No,Street,No,,,,,,,,,Yes,Casual,,,,Yes,,,,Average,,,Moderate,A,3,129,https://www.yelp.com/biz/greenwich-village-comedy-club-new-york?start=0
41372091,Yes,,,,No,,Yes,,Yes,No,,,No,No,Street,Yes,,Yes,Yes,,Yes,,No,,,Casual,Casual,,,No,Yes,"Lunch, Dinner",,Average,,,Under $10,,4.5,89,https://www.yelp.com/biz/gossip-house-flushing-2?start=0
41680991,Yes,,,No,Beer & Wine Only,,Yes,,Yes,,,,No,No,"Garage, Street",Yes,,Yes,No,,,,No,,,,,,,No,Yes,"Breakfast, Brunch, Lunch",,Average,,,$11-30,A,2.5,59,https://www.yelp.com/biz/blake-and-todd-new-york-2?start=0
41382108,Yes,,,No,No,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,Yes,,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,3,184,https://www.yelp.com/biz/pearl-street-diner-new-york?start=0
40564625,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,Free,,,Divey,,,No,Yes,,,,Loud,,Yes,Inexpensive,A,3,49,https://www.yelp.com/biz/nassau-bar-new-york?start=0
50009465,Yes,,,Yes,,,,,,No,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Moderate,C,3.5,99,https://www.yelp.com/biz/hilton-garden-inn-new-york-manhattan-midtown-east-new-york?start=0
41700209,Yes,No,,No,Full Bar,,No,No,No,No,,Yes,Yes,Yes,Street,No,,Yes,Yes,,Yes,No,Free,,,Casual,Casual,"Thu, Fri, Sat",Yes,Yes,No,Late Night,DJ,Average,,No,$11-30,A,3.5,651,https://www.yelp.com/biz/latitude-bar-and-grill-new-york?start=0
40364389,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,No,Street,Yes,,No,No,,,,No,,,,Casual,"Tue, Wed, Thu",,Yes,No,Dinner,,Average,,No,$11-30,A,3.5,360,https://www.yelp.com/biz/old-town-bar-and-restaurant-new-york?start=0
41090212,Yes,,,,Full Bar,,,,No,,,,No,No,,No,,Yes,Yes,,Yes,,Free,,,"Hipster, Trendy",Casual,,,Yes,Yes,"Brunch, Dinner",,Average,,,$11-30,A,4,97,https://www.yelp.com/biz/minnies-new-york?start=0
41420036,Yes,No,,No,Full Bar,,Yes,Yes,No,No,,Yes,Yes,No,Street,No,,No,Yes,,Yes,,Free,,,Casual,Casual,"Thu, Fri, Sat",,Yes,No,"Dinner, Late Night",DJ,Average,,Yes,$11-30,,4,481,https://www.yelp.com/biz/spin-new-york-new-york-3?start=0
40621072,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,Yes,,,,Free,,Yes,"Divey, Casual",,"Thu, Fri, Sat",,Yes,No,Late Night,,Loud,,No,$11-30,A,3.5,220,https://www.yelp.com/biz/point-break-new-york-2?start=0
50001807,Yes,No,,No,Full Bar,No,,,,No,,Yes,Yes,Yes,Street,Yes,,,Yes,,,Yes,Free,,Yes,Trendy,,"Thu, Fri, Sat",Yes,Yes,,,DJ,Loud,,No,Moderate,A,3.5,504,https://www.yelp.com/biz/monarch-rooftop-new-york-2?start=0
41223396,Yes,No,,,Full Bar,,No,Yes,No,No,,,No,No,Street,No,,Yes,Yes,,Yes,Yes,Free,,Yes,Upscale,Dressy,,No,Yes,No,Dinner,,Average,,No,$31-60,A,3.5,637,https://www.yelp.com/biz/db-bistro-moderne-new-york-3?start=0
41275275,Yes,No,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,Yes,,,,Free,,,Casual,,"Thu, Fri, Sat",Yes,Yes,,,DJ,Very Loud,,No,Moderate,A,3.5,174,https://www.yelp.com/biz/whiskey-town-new-york?start=0
50016346,Yes,,,No,Beer & Wine Only,,No,,No,,,,Yes,No,Street,Yes,,Yes,No,No,No,,Free,,,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,4,298,https://www.yelp.com/biz/shake-shack-new-york-25?start=0
50054344,Yes,No,,Yes,Full Bar,,No,Yes,No,Yes,,Yes,Yes,No,,Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,"Casual, Trendy",Casual,Fri,No,Yes,No,"Brunch, Lunch, Dinner, Late Night",,Average,,No,$11-30,A,4,171,https://www.yelp.com/biz/broadstone-bar-and-kitchen-new-york?start=0
40483696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,3.5,98,https://www.yelp.com/biz/brooks-atkinson-theatre-new-york?start=0
50044588,Yes,,,No,,,No,,,,,,,,Private Lot,No,,No,,,,,,,,,,,,,,,,,,,Inexpensive,,4,24,https://www.yelp.com/biz/garden-farmers-market-belleville?start=0
50033694,Yes,No,,No,Full Bar,,Yes,,Yes,No,,,No,No,"Garage, Street",Yes,,Yes,Yes,,Yes,No,Free,,Yes,Intimate,Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,4,151,https://www.yelp.com/biz/virginias-new-york?start=0
41623363,Yes,,,Yes,No,,,,No,,,,No,No,,Yes,,Yes,No,,No,,Free,,,,,,,No,,,,Quiet,,,Under $10,,4.5,9,https://www.yelp.com/biz/dunkin-donuts-new-york-300?start=0
41191695,,,,,,,,,,,,,No,Yes,,Yes,,Yes,No,,,,,,,,Casual,,,,Yes,,,,,,$11-30,,4,3,https://www.yelp.com/biz/east-village-cafe-new-york?start=0
50032852,Yes,,,No,,,No,,,,,,,No,Street,Yes,,Yes,,,,,Free,,,,,,,,,,,,,,Inexpensive,A,2.5,94,https://www.yelp.com/biz/daily-bagel-new-york?start=0
50045177,Yes,,,,Full Bar,,,No,No,,,Yes,Yes,No,,Yes,,Yes,Yes,No,Yes,,Free,,,Casual,Casual,,No,Yes,No,"Lunch, Dinner",,Loud,,No,$11-30,A,4,72,https://www.yelp.com/biz/annie-moores-bar-and-restaurant-new-york-2?start=0
50067001,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Lunch,,,,,,,3,8,https://www.yelp.com/biz/pret-a-manger-new-york-81?start=0
50047692,Yes,,,Yes,No,,No,,No,,,,No,No,,No,,Yes,No,,No,Yes,Free,,Yes,"Hipster, Casual, Trendy",,,,Yes,Yes,"Breakfast, Brunch",,Average,,,Under $10,A,4,142,https://www.yelp.com/biz/black-fox-coffee-new-york?start=0
41239831,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,,Free,,Yes,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Dinner, Late Night",,Average,,No,$11-30,A,3.5,233,https://www.yelp.com/biz/slatterys-midtown-pub-new-york?start=0
41246747,Yes,No,,,Beer & Wine Only,,Yes,No,No,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,Yes,No,,Yes,Casual,Casual,"Fri, Sat, Sun",No,Yes,No,Dinner,,Average,,No,$11-30,A,4,571,https://www.yelp.com/biz/the-cannibal-new-york-7?start=0
50057253,Yes,,,Yes,Full Bar,,Yes,No,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,Yes,Casual,Casual,,No,Yes,No,"Brunch, Lunch, Dinner",,Average,,No,$11-30,A,3.5,226,https://www.yelp.com/biz/champignon-new-york-22?start=0
50042394,Yes,,,,Full Bar,,,Yes,,,,Yes,Yes,Yes,,No,,,Yes,,,,Free,,,"Trendy, Classy",,"Fri, Sat, Sun",Yes,Yes,,,,Very Loud,,No,Pricey,A,2.5,112,https://www.yelp.com/biz/phd-terrace-at-dream-midtown-new-york?start=0
41370362,Yes,,,No,Full Bar,,No,,Yes,,,,Yes,No,Street,No,,Yes,Yes,,,,No,,,Casual,Casual,"Wed, Fri, Sat",No,Yes,No,"Lunch, Dinner",,Average,,No,$11-30,A,3,336,https://www.yelp.com/biz/houndstooth-pub-new-york?start=0
50043879,Yes,No,,No,Full Bar,Yes,,Yes,,No,,No,No,No,Street,No,,,Yes,,,Yes,No,,,Trendy,,"Thu, Fri, Sat",No,Yes,,,,Loud,,No,Pricey,A,3.5,1159,https://www.yelp.com/biz/vandal-new-york?start=0
40537494,Yes,,,No,No,,No,,Yes,,,,No,No,Street,No,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Breakfast, Lunch, Dessert",,Average,,,$11-30,A,3,162,https://www.yelp.com/biz/810-deli-and-cafe-new-york?start=0
41269802,Yes,,,No,Full Bar,,Yes,,Yes,,,Yes,No,Yes,Street,Yes,,Yes,Yes,,,Yes,Free,,,Casual,Casual,,,Yes,No,Brunch,,Average,,,$11-30,P,3.5,435,https://www.yelp.com/biz/sanctuary-t-new-york?start=0
50033365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,https://www.yelp.com/biz/new-deli-new-york-2?start=0
50018079,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,3,23,https://www.yelp.com/biz/espace-new-york?start=0
41683619,Yes,,,Yes,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,No,,Free,,Yes,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,2.5,273,https://www.yelp.com/biz/panera-bread-new-york-9?start=0
40545130,Yes,,,,No,,Yes,,Yes,,,,No,No,,No,,Yes,No,,,,Free,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Loud,,,$11-30,A,3,178,https://www.yelp.com/biz/speedys-new-york?start=0
40526406,Yes,,,No,Full Bar,,,,,,,No,Yes,No,Street,No,,,Yes,,,,No,,Yes,"Classy, Upscale",,,No,Yes,,,Live,Quiet,,No,Pricey,A,4,150,https://www.yelp.com/biz/club-macanudo-new-york?start=0
50017810,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,No,,No,,Yes,Yes,,Yes,,No,,Yes,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Loud,,,$11-30,A,1.5,138,https://www.yelp.com/biz/tgi-fridays-new-york-20?start=0
40938384,Yes,,,Yes,Full Bar,,Yes,,Yes,,,,Yes,No,Street,No,,Yes,No,,,,Free,,Yes,Casual,Casual,,Yes,Yes,No,Late Night,,Average,,No,$11-30,B,3,156,https://www.yelp.com/biz/moca-bar-and-lounge-new-york?start=0
41089876,Yes,,,No,Full Bar,,No,,Yes,,,,No,Yes,Street,Yes,,Yes,Yes,,,,No,,Yes,Casual,Casual,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,A,3.5,1631,https://www.yelp.com/biz/sarabeths-new-york-10?start=0
41523650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,A,4,12,https://www.yelp.com/biz/new-york-yacht-club-new-york?start=0
41417111,Yes,,,Yes,,,,,,,,,,,,,,,,,,,Free,,Yes,,,,,,,,,,,,Moderate,A,4,110,https://www.yelp.com/biz/hampton-inn-manhattan-chelsea-new-york-2?start=0
41617019,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,,,,,A,4,6,https://www.yelp.com/biz/ucb-theatre-new-york-2?start=0
40378874,Yes,,,,Full Bar,,,,,,,,No,No,Street,Yes,,,,,,,,,,Casual,,"Fri, Sat, Sun",No,Yes,No,,Live,Loud,,,Moderate,A,4,184,https://www.yelp.com/biz/terra-blues-new-york?start=0
40812630,Yes,,,No,Full Bar,,Yes,Yes,No,,,No,No,Yes,,Yes,,No,Yes,,Yes,,No,,,Romantic,Casual,"Mon, Fri, Sat",No,Yes,Yes,Lunch,,Average,,No,$31-60,A,3.5,1139,https://www.yelp.com/biz/the-loeb-boathouse-new-york-3?start=0
50005480,Yes,,,,Full Bar,,Yes,,No,,,,Yes,No,Street,Yes,,Yes,Yes,,Yes,,Free,,,Casual,Casual,,,Yes,No,"Lunch, Late Night",Juke Box,Loud,,,$11-30,A,3.5,197,https://www.yelp.com/biz/hudson-malone-a-new-york-joint-new-york?start=0
41098607,Yes,,,,,,,,No,,,Yes,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,A,3.5,15,https://www.yelp.com/biz/georges-astoria-2?start=0
50018300,Yes,,,No,Beer & Wine Only,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,Lunch,,Average,,,Under $10,A,3,257,https://www.yelp.com/biz/cafe-r-new-york?start=0
41040475,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,No,Garage,Yes,,Yes,,,Yes,Yes,No,,,Casual,Casual,Thu,No,Yes,No,,Live,Average,,No,$11-30,A,3.5,67,https://www.yelp.com/biz/gramercy-ale-house-new-york?start=0
50042397,Yes,No,,No,Beer & Wine Only,,Yes,,Yes,No,,,Yes,No,Street,Yes,,Yes,No,,No,No,No,,,Casual,,,,No,No,"Dinner, Late Night",,Average,,,$11-30,B,4.5,292,https://www.yelp.com/biz/dan-and-johns-wings-new-york-3?start=0
41458571,Yes,No,,No,Full Bar,,Yes,,Yes,No,,Yes,No,Yes,Street,No,,Yes,Yes,,Yes,Yes,No,,Yes,"Hipster, Casual, Trendy",Casual,,,Yes,Yes,"Brunch, Lunch, Dinner",,Average,,,$11-30,A,4,192,https://www.yelp.com/biz/westville-dumbo-brooklyn?start=0
50045888,Yes,,,No,Full Bar,,No,No,No,No,,Yes,Yes,Yes,Street,Yes,,Yes,No,,Yes,,No,,,Casual,Casual,,No,Yes,No,"Lunch, Late Night",Juke Box,Average,,,$11-30,A,2.5,341,https://www.yelp.com/biz/white-horse-tavern-new-york?start=0
50000263,Yes,,,,Full Bar,,,Yes,,,,No,Yes,No,"Garage, Street",No,,,No,,,Yes,Free,,Yes,Intimate,,,,Yes,,,,Quiet,,No,Moderate,A,4.5,24,https://www.yelp.com/biz/blue-bar-at-india-house-new-york?start=0
40861252,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,Yes,Street,Yes,,,No,,,,No,,Yes,Casual,,,Yes,Yes,,,DJ,Very Loud,,No,Moderate,A,3,515,https://www.yelp.com/biz/sweet-and-vicious-new-york?start=0
50033595,Yes,,,No,No,,Yes,,Yes,,,,No,Yes,Street,Yes,,Yes,No,No,,,No,,,Casual,Casual,,,No,Yes,"Lunch, Dinner, Late Night",,Average,,,Under $10,A,4,278,https://www.yelp.com/biz/black-burger-new-york?start=0
41449148,Yes,,,,No,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,Yes,Casual,,,,No,Yes,Breakfast,,Average,,,Under $10,A,3,38,https://www.yelp.com/biz/taz-cafe-new-york-2?start=0
40786413,Yes,,,,Full Bar,,,,,,,,Yes,No,"Garage, Street, Validated",No,,,,,,,,,,Casual,,,,No,,,,Average,,,Ultra High-End,A,2.5,30,https://www.yelp.com/biz/private-eyes-new-york?start=0
41664978,Yes,,,No,Full Bar,,No,,No,No,,,No,No,Street,Yes,,No,Yes,,Yes,Yes,Free,,,"Classy, Upscale",Dressy,,,Yes,No,Dinner,,Average,,,Above $61,A,4.5,2643,https://www.yelp.com/biz/gramercy-tavern-new-york?start=0
41701548,Yes,,,No,Beer & Wine Only,,,,,,,,Yes,No,Street,No,,,No,,,,No,,Yes,"Divey, Casual",,"Wed, Fri, Sat",,Yes,No,,Background,Average,,No,Inexpensive,A,4,231,https://www.yelp.com/biz/two-bits-retro-arcade-new-york?start=0
50044616,Yes,,,No,No,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,No,,No,,,Casual,,,,Yes,Yes,"Lunch, Dinner, Late Night",,Average,,,Under $10,A,4,205,https://www.yelp.com/biz/chirping-chicken-new-york-12?start=0
41249394,Yes,No,,No,Beer & Wine Only,,Yes,,Yes,No,,,No,Yes,Street,Yes,,Yes,No,,No,Yes,Free,,Yes,"Hipster, Casual",Casual,,,Yes,Yes,"Breakfast, Brunch, Lunch",,Average,,,$11-30,A,4,267,https://www.yelp.com/biz/the-grey-dog-new-york-6?start=0
50044340,Yes,No,,Yes,No,,No,,No,Yes,,,No,Yes,"Garage, Street",Yes,,Yes,No,No,No,Yes,No,,,,,,,Yes,Yes,,,,,,Under $10,A,3,12,https://www.yelp.com/biz/wendys-new-york-145?start=0
40577676,Yes,,,,Full Bar,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,Yes,,Yes,,No,,Yes,,Casual,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,A,3.5,604,https://www.yelp.com/biz/sarabeths-east-new-york-2?start=0
40560935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,3.5,76,https://www.yelp.com/biz/music-box-theatre-new-york-2?start=0
41100350,Yes,,,No,Full Bar,,No,Yes,No,,,No,No,No,Street,No,,No,Yes,,Yes,,No,,Yes,Trendy,,"Thu, Fri, Sat",No,Yes,No,Late Night,,Loud,,No,$31-60,A,4,1357,https://www.yelp.com/biz/employees-only-new-york?start=0
50071095,Yes,,,Yes,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Lunch, Dinner, Late Night",,Quiet,,,$11-30,,3.5,150,https://www.yelp.com/biz/chicken-factory-hoboken?start=0
50016740,Yes,,,,No,,,,Yes,,,,Yes,No,,,,Yes,No,,,,No,,,,Casual,,,Yes,No,,,Average,,,Under $10,A,3.5,22,https://www.yelp.com/biz/jimbos-hamburgers-bronx-3?start=0
